exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
0052,Barbell Jm Bench Press,triceps,upper arms,barbell,"chest, shoulders","Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. | Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Lower the barbell to your chest, keeping your elbows tucked in close to your body. | Push the barbell back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0052&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0052.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0052.jpg
0053,Barbell Jump Squat,glutes,upper legs,barbell,"quadriceps, hamstrings, calves","Start by standing with your feet shoulder-width apart, holding a barbell across your upper back. | Lower your body into a squat position by bending your knees and pushing your hips back. | Once you reach the bottom of the squat, explode upwards by jumping off the ground. | As you jump, extend your hips, knees, and ankles, pushing through your toes. | Land softly back into the squat position and immediately repeat the movement for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0053&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0053.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0053.jpg
0054,Barbell Lunge,glutes,upper legs,barbell,"quadriceps, hamstrings, calves","Start by standing with your feet shoulder-width apart and a barbell resting on your upper back. | Take a step forward with your right foot, keeping your torso upright. | Lower your body by bending your right knee until your thigh is parallel to the ground. | Push through your right heel to return to the starting position. | Repeat with your left leg, alternating legs for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0054&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0054.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0054.jpg
0055,Barbell Lying Close-Grip Press,triceps,upper arms,barbell,"chest, shoulders","Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. | Grasp the barbell with a close grip, hands shoulder-width apart, palms facing towards your feet. | Lift the barbell off the rack and hold it directly above your chest with your arms fully extended. | Slowly lower the barbell towards your chest, keeping your elbows close to your body. | Pause for a moment when the barbell touches your chest, then push it back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0055&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0055.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0055.jpg
0056,Barbell Lying Close-Grip Triceps Extension,triceps,upper arms,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Grasp the barbell with a close grip, hands shoulder-width apart, palms facing up. | Extend your arms fully, lifting the barbell above your chest. | Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows. | Pause for a moment at the bottom, then extend your arms back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0056&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0056.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0056.jpg
0057,Barbell Lying Extension,triceps,upper arms,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows. | Pause for a moment, then extend your arms back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0057&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0057.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0057.jpg
0058,Barbell Lying Lifting (On Hip),glutes,upper legs,barbell,"hamstrings, quadriceps","Lie flat on your back on a bench with your feet flat on the ground and your knees bent. | Hold the barbell with an overhand grip and position it on your hips. | Engaging your glutes, lift your hips off the bench until your body forms a straight line from your knees to your shoulders. | Pause for a moment at the top, then slowly lower your hips back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0058&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0058.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0058.jpg
0059,Barbell Lying Preacher Curl,biceps,upper arms,barbell,forearms,"Sit on a preacher bench with your chest against the pad and your arms extended over the edge, holding a barbell with an underhand grip. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the barbell back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0059&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0059.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0059.jpg
0060,Barbell Lying Triceps Extension Skull Crusher,triceps,upper arms,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows. | Pause for a moment when the barbell is just above your forehead, then extend your arms back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0060&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0060.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0060.jpg
0061,Barbell Lying Triceps Extension,triceps,upper arms,barbell,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows. | Pause for a moment at the bottom, then extend your arms back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0061&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0061.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0061.jpg
0063,Barbell Narrow Stance Squat,glutes,upper legs,barbell,"quadriceps, hamstrings, calves","Stand with your feet shoulder-width apart and toes pointing slightly outward. | Hold the barbell across your upper back, resting it on your traps or rear delts. | Engage your core and keep your chest up as you slowly lower your body by bending your knees and pushing your hips back. | Continue lowering until your thighs are parallel to the ground or slightly below. | Pause for a moment, then push through your heels to return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0063&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0063.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0063.jpg
0064,Barbell One Arm Bent Over Row,upper back,back,barbell,"biceps, forearms","Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip. | Bend forward at the hips, keeping your back straight and your head in a neutral position. | Pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. | Lower the barbell back down to the starting position in a controlled manner. | Repeat for the desired number of repetitions, then switch to the other arm.",https://exercisedb.p.rapidapi.com/image?exerciseId=0064&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0064.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0064.jpg
0065,Barbell One Arm Floor Press,triceps,upper arms,barbell,"chest, shoulders","Lie flat on your back on the floor with your knees bent and feet flat on the ground. | Hold the barbell with one hand, palm facing up, and extend your arm straight up over your chest. | Slowly lower the barbell towards your chest, keeping your elbow close to your body. | Pause for a moment at the bottom, then push the barbell back up to the starting position. | Repeat for the desired number of repetitions, then switch arms.",https://exercisedb.p.rapidapi.com/image?exerciseId=0065&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0065.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0065.jpg
0066,Barbell One Arm Side Deadlift,glutes,upper legs,barbell,"hamstrings, quadriceps, lower back","Stand with your feet shoulder-width apart, holding a barbell in one hand with an overhand grip. | Keep your back straight and your core engaged. | Bend at the hips and lower the barbell towards the outside of your leg, keeping your arm straight and your chest up. | Lower the barbell as far as you can while maintaining good form. | Pause for a moment, then slowly return to the starting position. | Repeat for the desired number of repetitions, then switch sides.",https://exercisedb.p.rapidapi.com/image?exerciseId=0066&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0066.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0066.jpg
